cnt,seg,word
2,"['用', '了', '之后', '脸上', '长', '疙瘩', '，', '越', '来', '越', '多', '！']","['长', '疙瘩', '']"
4,"['最', '喜欢', '的', '一', '款色', '。', '自然', '，', '颜色', '恰到好处', '。', '笑', '起', '来', '很', '美哦', '。', '强力', '推荐', '!']","['恰到好处', '推荐', '喜欢', '很美', '自然', '']"
2,"['奶粉', '竟然', '是', '2011年', '7月', '5日', '生产', '的', '，', ' ', '实在', '是', '让', '人', '失望', '。', ' ', '最', '失败', '的', '一', '次', '购物', '，', ' ', '也', '不', '告知', '生产', '日期', '的', '。', '还', '不', '给', '退货', '。', ' ', '发票', '也', '没有', '的', '。']","['失败', '失望', '']"
1,"['心表带', '就', '有', '一', '块', '掉', '皮', '，', '嫌', '麻烦', '，', '懒得', '换', '了', '，', '凑合', '着', '用', '吧']","['麻烦', '']"
5,"['用', '了', '几', '天', '才', '来', '评', '价', '的', '，', '态度', '一如即往', '的', '好', '，', '还', '给', '我', '免费', '安装', '了', '个', '16', '安', '的', '插头', '，', '要', '么', '买', '插头', '跑', '来', '跑', '去', '都', '要', '流', '一', '身', '汗', '了', '，', '京', '东', '美', '的', '的', '售', '后', '也', '及时', '打打电话', '关心', '安装', '情况', '，', '不', '锈', '钢', '外机', '架子', '收取', '了', '40', '元', '。', '很', '愉快', '的', '一', '次', '网', '购', '。']","['愉快', '免费', '好', '及时', '关心', '']"
2,"['做工', '不好', '风', '有', '点', '大', '不', '知道', '质量', '怎', '么', '样', '希望', '给', '京东', '自', '营', '争气']","['争气', '不好', '']"
2,"['很好', '，', '值得', '买']","['很好', '值得', '']"
3,"['一个', '星期', '摇控器', '就', '坏', '了', '，', '但是', '京东', '很快', '就', '换', '好', '了']","['坏', '很快', '好', '']"
5,"['老', '品牌', '，', '物美价廉', '，', '经济', '实惠', '，', '外观', '不错', '，', '洗衣', '效果', '好', '。']","['物美价廉', '经济', '不错', '实惠', '好', '']"
1,"['一个', '小小的', '架子', '快递', '一个', '多', '月', '才', '收到', '，', '不', '是', '要求', '退款', '还', '不', '知道', '几', '时', '才', '能', '收到', '？']","['小小的', '']"
2,"['没', '看到', '送', '的', '钢化膜', ' ', '材质', '不行', ' ', '太薄', '了']","['不行', '太薄', '']"
1,"['两', '个', '都', '买', '了', '，', '感觉', '不错', '的', '，', '没有', '有', '的', '人', '说', '的', '那些', '送', '错', '或者', '是', '破损', '的', '情况', '。']","['不错', '']"
2,"['没', '想象', '的', '那', '么', '好', '，', '加热', '也', '特别', '的', '慢', '！']","['慢', '好', '']"
2,"['不错', '，', '实体店', '都', '断货', '了', '，', '这', '还是', '按', '时间', '送', '来', '了', '，', '安装', '也', '利索', '。', '用', '起', '来', '没', '问题']","['利索', '不错', '']"
3,"['上面', '是', '清澈', '透明', '的', '液体', '，', '底部', '为', '乳白色', '沉淀物', '，', '出现', '上下', '2', '种', '分层', '的', '颜色', '，', '感觉', '不是正品', '。']","['透明', '清澈', '不是正品', '']"
2,"['还行', '一般般']","['还行', '一般般', '']"
1,"['东西', '一般', '吧', '！']","['一般', '']"
4,"['不错', '，', '静音', '节能', '，', '制冷', '效果', '也好']","['不错', '也好', '节能', '静音', '']"
1,"['3', '天', '了', '还', '没', '人', '装', '！', '看', '来', '的', '确如', '别人', '所', '说', '，', '格力', '售', '后', '安装', '不行', '！', '反馈', '来', '反馈', '去', '联系', '来', '联系', '去', '，', '今天', '说', '明天', '明天', '说', '后天', '！', '<', '/', 'br', '>', '商品', '质量', '怎样', '就', '不', '知道']","['不行', '']"
7,"['差评', '，', '差评', '，', '差评', '，', '发货', '慢', '快递', '也', '慢', '，', '装', '手机', '上', '就', '像', '手机', '是', '山寨', '似', '的', '，', '又', '重', '又', '厚', '，', '质量', '超级差', '差差', '，', '包装', '也', '差', '，', '第一', '次', '遇到', '在', '京', '东', '买', '东西', '而', '包装盒', '却', '不', '是', '京东', '的', '包装', '，', '而且', '这', '家', '店', '比', '别', '家', '店', '贵', '一半', '，', '申请', '退货', '，', '退货', '，', '退货']","['慢', '差', '厚', '慢', '差评', '贵', '重', '']"
2,"['用', '着', '不错', '，', '好']","['不错', '好', '']"
4,"['出', '风口', '太', '小', '了', '，', '仔', '观察', '很多', '瑕疵', '还有', '裂缝', '二手货']","['裂缝', '很多', '二手货', '瑕疵', '']"
1,"['价', '格', '便宜', '，', '服务', '不错', '。']","['不错', '']"
1,"['还可以', '吧', '，', '就是', '不', '晓得', '是', '不是正品']","['不正品', '还可以', '']"
1,"['感觉', '味道', '怪怪的', '不怎么好', '喝']","['不怎么好喝', '怪怪的', '']"
1,"['怀疑', '是', '假货', '，', '用', '后', '皮肤', '变', '差', '，', '都', '有', '点', '不', '敢用', '了', '！']","['假货', '']"
1,"['挺好', '的', '，', '就是', '保鲜', '空间', '太', '小', '了']","['挺好', '']"
6,"['电话', '收到', '。', '顺丰', '邮寄', '来', '的', '。', '很快', '。', 'oppo', '手机', '用', '很长', '时间', '了', '。', '这', '款', '感觉', '不错', '。', '颇', '有', 'r11', '的', '感觉', ' ', '哈', '哈', '。', '骂', '家', '服务', '态度', '很好', '。', '赠品', '也', '给力', '。', '赞', '。']","['不错', '给力', '赞', '很快', '很长', '很好', '']"
3,"['应该', '是', '正品', '，', '香味', '价', '格', '什', '么', '的', '跟', '商场', '买', '的', '差不多', '，', '还', '能', '免费', '送货']","['差不多', '正品', '免费', '']"
1,"['能', '撑', '一', '晚上', '，', '但是', '不', '太', '耐用', '，', '一个', '冬天', '就', '差不多', '没', '了']","['不耐用', '差不多', '']"
4,"['洗', '完', '之后', '不干', '啊', ',', '还', '不错', ',', '第一', '次', '用', ',', '也', '是', '因为', '网', '评', '好', '才', '买', '的', ',', '很大', '三', '瓶', '.', '赚', '了', ',', '哈', '哈', ',', '准备', '用', '来', '洗', '手臂', ',', '看', '能', '不', '能', '白', '一点']","['很大', '不干', '不错', '好', '']"
1,"['还', '没用', '呢', '，', '能用', '完', '回', '来', '追', '评', '吗']","['能用', '']"
2,"['很', '不错', '很', '详细']","['详细', '不错', '']"
1,"['没有用', '呢', '，', '毕竟', '是', '赠品', '，', '能', '有', '多', '好', '？']","['好', '']"
1,"['能', '不', '给', '星星', '吗', '？', '太', '垃圾', '了', '。', '用', '了', '两', '周', '，', '莫名其妙', '变成', '砖块', '。', '简直', '伤', '透心', '了', '。']","['垃圾', '']"
1,"['还可以', '吧', '！', '就是说', '送', '小', '礼品', '一样', '也', '没', '送', '。']","['还可以', '']"
3,"['挺好', '的', '，', '服务', '态度', '好', '，', '大', '热', '的', '天气', '三', '个', '小伙子', '帮', '安', '空调', '，', '辛苦', '了']","['好', '挺好', '辛苦', '']"
1,"['我', '能', '说', '什', '么', '，', '才', '买', '起', '来', '用', '不', '到', '一个', '星期', '，', '充电', '器头', '轻轻', '一', '扯', '就', '断', '了', '，', '这', '就', '是', '所谓', '的', '原装', '充电器', '，', '也', '什', '么', '都', '不', '想', '说', '，', '差评', '！', '！']","['差评', '']"
2,"['颜色', '不合适', '我', '，', '刚', '抹', '上', '时', '太', '白', '了', '，', '虽然', '过会', '会', '自然', '一些', '。']","['自然', '不合适', '']"
2,"['味道', '不错', '，', '造型', '可爱', '。']","['可爱', '不错', '']"
2,"['还行', '吧', '，', '对得起', '价', '位']","['还行', '对得起', '']"
1,"['物流', '挺快', '的', '，', '就', '是', '奶罐', '被', '磕扁', '了', '，', '生产', '日期', '已经', '一', '年', '了', '，', '今天', '又', '买', '了', '一', '罐', '，', '希望', '发', '个', '最近', '生产', '的', '！']","['挺快', '']"
4,"['不错', '，', '家', '里', '给', '家', '里', '老人', '家', '买', '的', '，', '物流', '也', '准时', '到', '。', '。', '。', '。', '就', '是', '这', '美', '的', '客服', ' ', '相当', '摆设', '。', '不对', '，', '简直', '就', '是', '摆设', '。', '。', '东西', '还是', '不错', '。']","['不错', '不对', '准时', '不错', '']"
1,"['收到', '货', '，', '还', '没', '用', '，', '份量', '好少', '！', '！', '用', '后', '再', '来', '评']","['好少', '']"
5,"['挺好', '的', '，', '屏幕', '很', '震撼', '，', '系统', '也', '很', '流畅', '，', '续航', '也', '不错', '，', '王者', '荣耀', '也', '能', '流畅', '运行', '。']","['震撼', '流畅', '不错', '流畅', '挺好', '']"
1,"['不', '是', '太', '划算', '，', '篇幅', '很少', '。']","['很少', '不是划算', '']"
8,"['净化器', '很好', '，', '净化', '效果', '不错', '，', '净化', '出', '来', '的', '空气', '很', '清新', '，', '车上', '很', '实用', '，', '包装', '结实', '没有', '破损', '，', '价', '格', '实惠', '比', '实体', '店', '的', '便宜', '，', '比', '我', '想', '向', '中', '的', '要', '好', ' ', '我', '很', '满意']","['不错', '实用', '很好', '实惠', '清新', '满意', '结实', '便宜', '']"
3,"['可以', '还', '不错', '不错', '我', '喜欢', '你']","['不错', '可以', '喜欢', '']"
1,"['基本', '不', '拔', '头发', '，', '就是', '小贵', '。', '。']","['小贵', '']"
1,"['买', '时', '要', '注意', '啦', '，', '包装', '是', '拆过', '的']","['拆过', '']"
2,"['北方', '冬天', '根本', '不能用', '，', '一点', '都', '绝', '不', '出', '来', '有', '保湿', '，', '第二', '天', '就', '觉得', '身上', '很干', '。', '而且', '很', '不', '好推', '，', '是', '我', '用', '过', '最', '差', '的', '润肤乳', '了', '。']","['不好', '差', '很干', '']"
1,"['挺好', '的', '，', '就是', '有时候', '会', '发', '烫']","['挺好', '']"
1,"['给', '婆婆', '买', '的', '，', '据说', '不错', '，']","['不错', '']"
4,"['拿', '到', '货', '拆', '开', '要', '用', '时候', '发现', '管尾漏', '了', '，', '已经', '协商', '客服', '换', '货', '，', '拿', '到', '手', '的', '包装', '感觉', '好', '多', '了', '，', '这个', '颜色', '感觉', '和', '黑色', '没什么差', '啊', '！', '而且', '用', '来', '染', '白发', '虽然', '一', '开始', '盖', '得', '住', '但', '褪色', '挺快', '的', '，', '没', '几', '天', '近', '看', '感觉', '头发', '在', '泛白', '光', '。', '。', '。', '虽然', '没', '露出', '白色', '可是', '效果', '还是', '不', '如', '刚', '染', '的', '几', '天', '好']","['没什么差', '漏', '挺快', '好', '泛白', '']"
0,"['现在', '先', '看看', '，', '还', '不', '是', '很', '清楚', '[', '追', '评', ']']","['不是清楚', '']"
1,"['我', '和', '女儿', '用', '的', '感觉', '头发', '很干', '，', '于是', '拿', '来', '洗', '毛衣', '了']","['很干', '']"
1,"['现在', '用', '了', '半', '个', '月', '了', '，', '很好', '用', '的']","['很好', '']"
1,"['价', '格', '便宜', '，', '温度', '还行']","['还行', '']"
1,"['就', '这个', '价', '钱', '来', '说', '，', '还是', '不错', '的']","['不错', '']"
2,"['垃圾', '，', '坑', '消费者']","['坑', '垃圾', '']"
2,"['买', '来', '自', '家', '用', '还可以', '，', '比较', '好']","['还可以', '好', '']"
2,"['感觉', '不', '是', '特别', '好', '，', '镜片', '有点', '模糊', '，', '夹', '在', '手机', '上', '固定性', '不是很好', '。']","['不是好', '模糊', '不是很好', '']"
4,"['电池', '一', '天', '一', '充', '，', '不', '玩', '游戏', '的', '情况', '下', '还是', '挺', '耐用', '的', '，', '其它', '配置', '跟', '正品', '一样', '，', '美版', '的', '信号', '要', '差', '一点', '，', '信号', '差', '的', '地方', '建议', '买', '大陆版', '的', '。', '客服', '也', '很', '有', '耐心', '，', '全', '五星', '好评', '！', '[', '追', '评', ']']","['正品', '耐用', '差', '耐心', '']"
2,"['挺好', '的', '，', '就', '是', '买', '贵', '了']","['挺好', '贵', '']"
1,"['刚刚', '收到', '货', '，', '好', '小', '的', '东东哦', '。']","['好', '']"
2,"['衣服', '内', '表面', '起', '球', '，', '穿', '着', '不舒服', '，', '感觉', '含', '棉量', '很少', '，', '哪', '来', '的', '100', '%', '纯', '棉', '！']","['不舒服', '很少', '']"
2,"['不错', '，', '就是', '物流', '慢', '了', '点']","['不错', '慢', '']"
1,"['你们', '的', '商品', '我', '结', '得', '还行', '啦']","['还行', '']"
2,"['老人', '用', '着', '不错', '，', '价', '格', '稍微', '有', '点', '贵']","['不错', '贵', '']"
4,"['运', '了', '几', '天', '才', '到', '，', '到', '了', '快递', '私自', '签收', '了', '，', '两', '天', '了', '还', '不', '通知', '我', '。', '而且', '打开', '后', '有', '三', '袋', '没', '气', '，', '一', '袋', '破', '了', '，', '弄', '得', '到处', '是', '黏糊糊', '的', '，', '每', '一', '袋', '都', '要', '擦', '干净', '。', '简直', '！', '！', '！', '诶', '。', '。', '送', '的', '勺子', '不行', '，', '只能', '用', '来', '舀', '调味品', '，', '还', '不', '如', '不', '送', '。']","['不行', '破', '黏糊糊', '干净', '']"
2,"['送货', '很多', ' ', '东西', '正品', '加油']","['很多', '正品', '']"
2,"['一般', '，', '用', '着', '差不多']","['一般', '差不多', '']"
1,"['还行', '吧', '！', '一', '分', '钱', '一', '分', '货']","['还行', '']"
1,"['不错', '，', '，', '，', '谢谢']","['不错', '']"
2,"['很', '满意', '，', '京', '东', '就是', '给力', '。']","['满意', '给力', '']"
1,"['用', '了', '几', '天', '才', '来', '评', '价', '的', '，', '感觉', '挺', '不错', '，', '一直', '用', '的', '海尔']","['不错', '']"
1,"['心', '相', '印', ' ', '心', '相', '依', ' ', '这', '多年', '了', ' ', '还', '一直', '不错', ' ', '知道', '要', '保持', '质量', '的', '产品']","['不错', '']"
2,"['是', '原', '厂件', '，', '比', '官网', '便宜', '，', '还有', '赠品', '。', '很', '不错', '的', '选择', '。']","['便宜', '不错', '']"
3,"['这个', '外套', '还可以', '，', '美观大方', '，', '很', '实用', '。']","['实用', '美观大方', '还可以', '']"
2,"['没有', '说', '的', '那', '么', '好', '，', '而且', '温度', '又', '不准确']","['不准确', '好', '']"
0,"['屏', '给', '我', '要', '的', '发', '的', '不符合', '，', '大', '一点点']","['不符', '']"
3,"['这个', '霜', '感觉', '不', '太', '适合', '自己', '，', '味道', '怪怪的', '，', '估计', '洋甘菊', '的', '味道', '就', '是', '这', '么', '不正常', '，', '但是', '很', '温和', '，', '没有', '刺激']","['温和', '不正常', '不适合', '怪怪的', '']"
3,"['简直', '垃圾', '，', '钢化膜', '左下角', '有', '瑕疵', '，', '根本', '贴', '不', '严实', '，', '直接', '扔', '了', '，', '浪费', '感情']","['瑕疵', '浪费', '垃圾', '']"
2,"['电池', '发热', '很', '严重', '，', '无语', '，']","['严重', '无语', '']"
2,"['，', '声音', '不是很大', '，', '而且', '按键', '设计', '的', '不', '够', '大气', '，', '送货', '速度', '还是', '很快', '的', '。']","['不是很大', '不够大', '很快', '']"
2,"['不错', '，', '售', '后', '和', '安装', '师傅', '都', '很', '积极', '，']","['积极', '不错', '']"
2,"['老婆', '喜欢', '，', '那', '就', '行', '了', '，', '手机', '应该', '不错', '的', '？']","['不错', '喜欢', '']"
2,"['差评', '，', '差评', '，', '本', '来', '质量', '就', '不好', '，', '然后', '看到', '这', '态度', '就', '火', '了', '，']","['差评', '不好', '']"
2,"['蜜', '是', '好', '的', '，', '但是', '洒', '出', '太', '多', '了', '，', '就', '洋槐蜜撒', '了', '，', '因为', '直接', '叫', '门卫', '签', '收', '的', '，', '没', '拒签', '，', '只能', '说', '很', '失望', '，', '其他', '的', '蜂蜜', '都', '没', '撒', '，', '就', '洋槐蜜', '撒', '了', '，', '盖子', '不稳', '，', '不', '知道', '是', '同仁堂', '的', '问题', '还是', '京东', '的', '问题', '。']","['不稳', '失望', '']"
1,"['太', '失望', '了', '。', '包装', '感觉', '被', '打开', '过', '。', '而且', '都', '连', '说', '明书', '都', '没有', '的', '。']","['失望', '']"
2,"['质量', '还', '不错', '，', '就', '是', '坐', '骑', '拼', '不', '了', '，', '都', '里', '没有', '缧丝', '，', '差', '零件', '坐', '骑', '还', '放', '着', '，', '有', '不', '有', '办法']","['差', '不错', '']"
3,"['不错', '，', '用', '着', '不错', '，', '比较', '快', '。']","['不错', '不错', '快', '']"
1,"['洗发', '水', '还', '不错', '，', '不', '油腻']","['不错', '不油', '']"
3,"['书', '的', '内容', '还可以', '的', ',', '情节', '曲折', '描写', '生动', ',', '不', '过', '亲爱', '的', '作者', ',', '什', '么', '时候', '是', '大结局', '?', '还有', '前', '几', '部', '留下', '的', '悬念', '是', '否', '都', '已经', '解开', '了', '呢', '?']","['生动', '曲折', '还可以', '']"
3,"['不', '仅', '难吃', '，', '而且', '都', '爆袋', '了', '！', '！', '差评', '！', '浪费', '了', '，', '没', '法', '吃', '了']","['难吃', '浪费', '差评', '']"
4,"['是', '原装', '的', '，', '满意', '，', '买', '了', '好几', '个', '手机', '是', '原装', '的', '，', '满意', '，', '买', '了', '好几', '个', '手机', '了', '了', '一', '，', '还', '会', '再', '来', '哦', '。', '漫步者', '音响', '很', '不错', '，', '手包', '太', '小', '了', '失望', '，', '可以', '换', '吗', '没有', '合意哦', '。', '是', '原装', '的', '，', '满意', '，', '买', '了', '好几', '个', '手机', '是', '原装', '的', '，', '满意', '，', '买', '了', '好几', '个', '手机', '了', '了', '一', '，', '还', '会', '再', '来', '哦', '。', '漫步者', '音响', '很', '不错', '，', '手包', '太', '小', '了', '失望', '，', '可以', '换', '吗', '没有', '合意哦']","['没有合意', '可以', '满意', '不错', '失望', '']"
1,"['挺好', '的', '，', '女人', '真', '青春']","['挺好', '']"
4,"['总', '的', '来', '说', '还', '不错', '，', '但是', '并', '不美', '白', '擦', '在', '脸上', '感觉', '还可以', '。', '价', '格', '有些', '贵', '给', '个', '死刑', '就', '不错', '了', '！']","['不错', '还可以', '不错', '贵', '']"
3,"['东西屏', '很大', '，', '像', '素', '太低', '，', '这个', '价', '位', '也', '算', '可以', '了', '。', '建议', '多', '花', '点', '钱', '一步到位']","['很大', '太低', '可以', '']"
3,"['东西', '可以', ' ', '打印', '清楚', ' ', '快递', '给力']","['给力', '清楚', '可以', '']"
2,"['用', '了', '几', '天', '才', '来', '评', '价', '，', '已经', '是', '第二', '次', '买', '手机', '了', '，', '很好', '用', '，', '不', '卡盾', '，', '充电', '速度', '快', '，', '感谢', '卖', '家', '送', '的', '礼物', '，', '特别', '感谢', '小', '仙女', '的', '服务', '态度', '，', '不厌其烦', '的', '帮忙', '介绍', '产品', '，', '谢谢', '，', '下次', '有', '需要', '还', '会', '光顾']","['快', '很好', '不卡', '']"
2,"['根本', '不配', '有', '星星', '\ue32f\ue32f', '，', '尿', '不', '湿', '垃圾', '的', '很', '，', '购买者', '慎重']","['慎重', '垃圾', '']"
3,"['东西', '不错', '，', '味道', '淡淡的', '，', '很好', '用']","['不错', '淡淡的', '很好', '']"
2,"['很好', '，', '不错', '。', '是', '一个', '赠品', '。']","['不错', '很好', '']"
2,"['用', '了', '，', '感觉', '很', '一般', '，', '收到', '后', '才', '发现', '，', '适合', '初老暗哑', '发质', '，', '到', '还是', '不', '明白', '适', '不适合', '我', '～', '还', '有', '为什', '么', '二', '维码', '的', '地方', '全部', '贴', '起', '来', '了']","['适合', '不不适', '暗', '一般', '']"
2,"['老婆', '非常', '满意', '，', '超值']","['超值', '满意', '']"
1,"['还', '不', '错哦', '！', '蛮好', '的']","['不错', '蛮好', '']"
6,"['失败', '的', '一', '次', '消费', '，', '一个', '礼拜', '前', '买', '的', '，', '特别', '白', '，', '出门', '很', '吓人', '，', '不好', '推开', '，', '油', '，', '不好', '清洗', '。', ' ', '最', '主要', '的', '是', '在', '亚马逊', '购买', '商品', '，', '随时', '都', '有', '可能', '降', '价', '，', '我', '这', '款', '防晒', '就', '是', '购买', '一', '周', '后', '降', '价', '接近', '一半', '，', '客服', '说', '不', '补', '差', '价', '，', '所以', '大', '家', '买', '之前', '一定', '想', '好', '了', '，', '价', '格', '变动', '随意', '，', '变动', '幅度', '大', '。']","['不好', '不好', '失败', '吓人', '随意', '好', '']"
3,"['老人', '家', '用', '的', '挺好', '，', '大小', '合适', '，', '参数', '足够', '用']","['足够', '挺好', '合适', '']"
2,"['师傅', '说', '了', '，', '质量', '一般般', '，', '不值', '这个', '价']","['不值', '一般般', '']"
2,"['京', '东', '写', '着', '可以', '第二', '天', '到货', '，', '但', '我', '联系', '送货', '的', '却说', '第二', '天', '送', '不', '了', '货', '，', '经过', '多次', '联系', '京东', '和', '送货', '单位', '，', '第二', '天', '才', '收到', '冰箱', '，', '配送', '物流', '非常', '差', '！', '！', '冰箱', '比较', '小', '。']","['次', '较小', '差', '可以', '过多', '']"
1,"['四', '个', '字', '：', '一塌糊涂']","['一塌糊涂', '']"
1,"['非常', '满意', '的', '一', '次', '购物']","['满意', '']"
2,"['防滑', '还好', '，', ' ', '但是', '支架', '太', '松', '，', ' ', '光', '靠', '这个', '支架', '不够牢固', '，', ' ']","['还好', '不够牢固', '']"
2,"['冷冻', '效果', '比较', '好', '，', '节能']","['节能', '好', '']"
2,"['不咋的', '，', '买', '了', '后悔']","['不咋的', '后悔', '']"
2,"['一般', '吧', '不怎么样']","['一般', '不怎么样', '']"
2,"['用', '了', '之后', '，', '头发', '能', '定型', '，', '不错', '，', '价', '格', '也', '很', '实惠', '，', '做', '活动', '时', '买', '的']","['不错', '实惠', '']"
2,"['京东', '的', '物流', '太', '差劲', '了', '，', '整整', '8', '天', '才', '到', '，', 'tia', 'nmao超', '市', '第二', '天', '就', '到', '了', '，', 'tian', 'mao', '其余', '店', '买', '的', '东西', '最', '多', '五', '天', '到', '，', '618', '京', '东', '完全', '是', '搭', '台子', '让', 'tia', 'nmao唱戏', '。', '京东', '里面', '的', '催单', '，', '完全', '就是', '个', '摆设', '，', '屁用', '没有', '一点', '。', '我', '如实', '评论', '下', '，', '还', '说', '里面', '有', '敏感', '词汇', '，', '哈', '哈', '哈']","['太差', '如实', '敏感', '']"
1,"['冰箱', '里', '竟然', '有', '一个', '骨头', '！', '心情', '不爽']","['不爽', '']"
2,"['第二', '天', '就', '坏', '了', '，', '无语', '!', '不', '知道', '是', '安装', '问题', '还是', '质量', '问题']","['坏', '无语', '']"
1,"['不是很好', '。']","['不是很好', '']"
1,"['没有', '塑封', '封口', '，', '不', '知道', '是', '不', '是', '别人', '的', '退货', '，', '买', '的', '旁氏', '另', '一', '款', '深层', '精华', '洗面奶', '有', '塑料', '封口', '的', '，', '2017年', '12月', '17', '号', '到期']","['深层', '']"
3,"['宝贝', '很', '不错', '，', '孩子', '很', '喜欢', '！', '物流', '很', '给力', '！']","['不错', '喜欢', '给力', '']"
2,"['不错', '的', '、', '好评', '！']","['不错', '好评', '']"
3,"['这个', '必须', '评', '价', '下', '了', '，', '自动', '断', '电原', '来', '就', '是', '水', '干', '了', '自动', '断电', '，', '干', '了', '的', '锅', '底部', '很脏', '，', '太', '不方便', '了', '，', '搞', '个', '定时', '断电', '功能', '多', '好', '。']","['好', '很脏', '干', '']"
3,"['一直', '相信', '海尔', '的', '品质', '与', '服务', '，', '加上', '与', '苏宁', '的', '合作', '，', '很好', '。', '送货', '，', '安装', '都', '很快', '，', '很', '满意']","['很好', '很快', '满意', '']"
1,"['总', '以', '来', '讲', '，', '很', '对得起', '这个', '价', '格', '！', '！', '！']","['对得起', '']"
2,"['差', '，', '很差']","['差', '很差', '']"
3,"['很', '满意', '，', '物流', '也', '快', '，', '给', '5', '分', '好评', '！', '！', '！']","['快', '满意', '好评', '']"
16,"['质量', '不行', '，', '打开', '有', '点', '霉味', '，', '茶叶', '带', '黑色', '，', '都', '是', '茶末', '末', '，', '估计', '是', '陈茶', '。', '茶叶', '泡', '出', '来', '，', '味道', '怪怪的', '，', '茶叶', '喝', '着', '带', '苦', '带', '涩', '，', '不', '是', '那种', '很', '醇', '的', '茶香味', '，', '不', '敢', '喝', ' ', '怕', '是', '色素', '。', '看到', '评', '价', '说', '得', '很好', '才', '买', '的', '，', '也', '不', '知道', '那', '么', '多', '好评', '是', '怎', '么', '来', '的', '！', '找', '他', '退货', '，', '半天', '也', '不理', '人', '，', '态度', '太差', '劲', '，', '让', '人', '无语', '的', '卖', '家', '。', '我', '也', '不', '需要', '换货', '也', '不', '需要', '退', 'kuan', ' ', '了', '，', '我', '就', '希望', '我', '的', '评', '价', '让', '你们', '家', '店', '能', '明白', '什', '么', '叫', '责任', '与', '细心', '，', '我', '很', '无语', '。', '不多', '说', '，', '这样', '的', '垃圾货', '，', '垃圾', '卖', '家', '，', '价', '钱', '贵', '，', '质量', '次', '，', '各位', '千万', '别', '上当', '了', '，', '别', '听', '那些', '客服', '的', '忽悠', '你', '，', '当', '你', '买', '了', '以后', '付', '了', '钱', '他们', '就', '是', '老', '大', '，', '你', '说', '啥', '他们', '都', '不', '管', '！', '东西', '比', '地摊', '上', '买', '的', '那', '都', '次', '。', '*']","['贵', '次', '无语', '垃圾', '无语', '垃圾', '太差', '忽悠', '次', '不行', '很好', '不多', '细心', '不理', '不是很醇', '好评', '怪怪的', '']"
1,"['帮', '朋友', '买', '的', '，', '看', '着', '不错', '！', '用', '过', '以后', '有', '效果', '再', '追', '评', '吧', '！']","['不错', '']"
3,"['差评', '，', '想', '骂', '人', '，', '货', '收到', '查', '了', '价', '格', '，', '只有', '*', '，', '被骗', '了', '，', '京', '东', '不地道', '。']","['不地道', '差评', '被骗', '']"
3,"['安装', '师傅', '说', '插座面板', '太薄', '了', '，', '里面', '的', '铜片', '也', '很薄', '，', '说', '我', '买', '的', '东西', '不好', '。', '而且', '他们', '说', '真正', '的', '德力', '西', '不', '应该', '这', '质量', '。']","['太薄', '很薄', '不好', '']"
1,"['操', '我', '订', '了', '两', '双', '，', '只', '给', '我', '发', '过', '来', '一', '双', '.', '联系', '卖', '家', '说', '给', '我', '补', '的', '，', '补', '到', '现在', '到', '还', '没有', '.', '真', '没诚信']","['没诚信', '']"
3,"['挺好', '的', '，', '客服', '服务', '态度', '也', '不错', '。', '快递', '也', '很好', '帮', '我', '背', '上', '四', '楼', '。']","['不错', '很好', '挺好', '']"
2,"['除', '了', '浪费', '垃圾', '袋子', '，', '没有', '第二', '个', '用途', '，', '退换货', '的', '话', '自己', '承担', '运费', '还', '不', '如', '在', '地毯', '去', '贴', '一个', '。', '发誓', '再', '也', '不', '会', '相信', '你们', '了']","['浪费', '垃圾', '']"
3,"['挺好', '的', '，', '就', '是', '价', '格', '变动', '太', '大', '，', '不合适', '了', '。', '买', '贵', '了', '。']","['不合适', '挺好', '贵', '']"
3,"['商品', '外观', '比较', '满意', '，', '物流', '速度', '挺快', '的', '，', '上面', '安装', '师傅', '也', '挺', '守时', '的', '，', '就', '是', '按照', '的', '烟道', '管', '多', '收', '了', '钱', '，', '三', '根', '收', '四', '根', '的', '钱', '，', '有', '一', '根', '包装盒', '里面', '也', '收', '钱', '了', '。']","['挺快', '守时', '满意', '']"
2,"['商', '家', '说', '买', '就', '送', '铅笔', '，', '结果', '买', '了', '几', '样', '送', '了', '一', '只', '，', '说是', '一', '单', '只', '送', '一', '只', '，', '忽', '悠人', '的', '商', '家', '，', '赠品', '也', '不值', '两', '个', '钱', '，', '搞', '得', '不舒服', '，', '以后', '绝对', '不', '会', '再', '来', '这', '家', '店', '买', '。']","['忽悠', '不舒服', '不值', '']"
5,"['抱', '着', '试试看', '的', '心态', '上周六', '订', '了', '这个', '，', '周一', '就', '送', '到', '了', '，', '很快', '。', '当天', '回去', '就', '试', '了', '试', '，', '效果', '真', '的', '不错', '，', '很', '清爽', '！', ' ', '只是', '送', '来', '的', '时候', '感觉', '包装', '太', '简单', '，', '一度', '怀疑', '买', '了', '假货', '。']","['假货', '不错', '很快', '简单', '清爽', '']"
3,"['京', '东', '值得', '信赖', '，', '物流', '很快']","['值得', '信赖', '很快', '']"
3,"['蓝', '牙', '真心', '不行', '，', '不', '不', '喷', '不', '黑', '！', '音质', '实在', '够', '差', '，', '而且', '搞', '了', '半天', '才', '连', '上', '，', '质量', '感觉', '和', '九', '块', '九', '包邮', '的', '没什', '么', '区别']","['包邮', '不行', '差', '']"
